I_D,FLAG_TSUNAMI,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,FOCAL_DEPTH,EQ_PRIMARY,EQ_MAG_MW,EQ_MAG_MS,EQ_MAG_MB,EQ_MAG_ML,EQ_MAG_MFA,EQ_MAG_UNK,INTENSITY,COUNTRY,STATE,LOCATION_NAME,LATITUDE,LONGITUDE,REGION_CODE,DEATHS,DEATHS_DESCRIPTION,MISSING,MISSING_DESCRIPTION,INJURIES,INJURIES_DESCRIPTION,DAMAGE_MILLIONS_DOLLARS,DAMAGE_DESCRIPTION,HOUSES_DESTROYED,HOUSES_DESTROYED_DESCRIPTION,HOUSES_DAMAGED,HOUSES_DAMAGED_DESCRIPTION,TOTAL_DEATHS,TOTAL_DEATHS_DESCRIPTION,TOTAL_MISSING,TOTAL_MISSING_DESCRIPTION,TOTAL_INJURIES,TOTAL_INJURIES_DESCRIPTION,TOTAL_DAMAGE_MILLIONS_DOLLARS,TOTAL_DAMAGE_DESCRIPTION,TOTAL_HOUSES_DESTROYED,TOTAL_HOUSES_DESTROYED_DESCRIPTION,TOTAL_HOUSES_DAMAGED,TOTAL_HOUSES_DAMAGED_DESCRIPTION
7230,Tsu,2006,3,14,6,57,33.8,30,6.7,6.7,6.7,6.4,,,,,INDONESIA,,INDONESIA:  SERAM,-3.595,127.214,170,,,,,,,,2,241,3,,,4,1,,,,,,2,241,3,,
7231,,2006,3,20,19,44,25.1,10,4.9,,4.9,5,,,,,ALGERIA,,ALGERIA:  NORTHERN,36.623,5.328,15,4,1,,,9,1,,,62,2,62,2,4,1,,,9,1,,,62,2,,
7232,,2006,3,25,7,28,57.6,18,5.9,5.9,5.5,5.7,,,,,IRAN,,IRAN:  SOUTHERN,27.574,55.685,140,1,1,,,1,1,,1,,,,,1,1,,,1,1,,1,,,,
7233,,2006,3,28,8,35,43.3,30,5,,,5,,,,,INDONESIA,,INDONESIA:  N. SUMATRA: TAPAKTUAN,3.462,97.224,60,,,,,,,,1,,,,,,,,,,,,1,,,,
7234,,2006,3,31,1,17,0.9,7,6.1,6.1,6,5.7,,,,,IRAN,,"IRAN:  WESTERN:  BORUJERD, DORUD",33.5,48.78,140,70,2,,,1300,4,,3,,3,,3,70,2,,,1300,4,,3,,3,,
7235,,2006,3,31,12,23,17.8,10,4.9,,,4.9,,,,,CHINA,,"CHINA:  JILIN PROVINCE:  JILIN, SONGYUAN",44.624,124.122,30,,,,,,,,1,,2,,,,,,,,,,1,,2,,
7236,,2006,4,1,10,2,19.5,9,6.2,6.2,6.1,6,,,,,TAIWAN,,TAIWAN:  T'AIT-TUNG,22.868,121.278,30,,,,,42,1,,1,,2,,,,,,,42,1,,1,,2,,
7237,,2006,4,4,9,12,23.4,10,4.8,,,4.8,,,,,PAKISTAN,,PAKISTAN:  BATGRAM,34.6,73.136,60,,,,,28,1,,1,,2,,2,,,,,28,1,,1,,2,,
7238,,2006,4,6,17,59,16.4,10,5.5,5.5,5.2,5.5,,,,,INDIA,,INDIA:  GUJARAT,23.322,70.477,60,,,,,,,,1,,,,,,,,,,,,1,,,,
7239,,2006,4,11,0,2,41.5,18,5.5,5.5,5.1,5.1,,,,,GREECE,,GREECE:  ZAKYNTHOS,37.64,20.92,130,,,,,,,,1,,,,,,,,,,,,1,,,,
7240,,2006,4,19,2,5,42.9,33,5.7,5.7,5.7,5.2,,,,,CHINA,,CHINA:  TIBET (XIZANG PROVINCE),31.607,90.413,40,,,,,,,,1,,2,,,,,,,,,,1,,2,,
7241,,2006,4,20,23,25,2.1,22,7.6,7.6,7.6,6.8,,,,,RUSSIA,,RUSSIA:  KORYAKSKIY,60.949,167.089,50,,,,,40,1,55,4,,3,,,,,,,40,1,55,4,,3,,
7078,Tsu,2006,5,3,15,26,40.2,55,7.9,7.9,7.8,7.2,,,,7,TONGA,,TONGA ISLANDS,-20.187,-174.123,170,,,,,1,1,,1,,,,,,,,,1,1,,1,,,,
7242,,2006,5,4,17,43,9.7,,4.5,,,,4.5,,,,PANAMA,,PANAMA:  BOQUETE,8.898,-82.543,100,,,,,,,,1,,,,,,,,,,,,1,,,,
7243,,2006,5,7,6,20,53.7,14,4.1,,4.1,4.8,,,,,IRAN,,IRAN:  ZARAND,30.79,56.7,140,,,,,70,2,,1,,1,,1,,,,,70,2,,1,,2,,
7244,,2006,5,12,8,16,56.5,17,5.5,5.5,4.9,5.4,,,,,INDONESIA,,INDONESIA:  SUMATRA:  KALIANDAK,-5.575,105.395,60,,,,,,,,1,,2,,2,,,,,,,,1,,2,,
7245,,2006,5,26,22,53,58.9,13,6.3,6.3,6.2,6,,,,,INDONESIA,,"INDONESIA:   JAVA:  BANTUL, YOGYAKARTA",-7.961,110.446,60,5749,4,,,38568,4,3100,4,127000,4,127000,4,5749,4,,,38568,4,3100,4,127000,4,,
7246,,2006,6,3,7,15,35.6,5,5.1,,,,5.1,,,,IRAN,,IRAN:  SOUTHERN:  QESHM,26.759,55.843,140,2,1,,,4,1,,1,,2,,2,2,1,,,4,1,,1,,2,,
7247,,2006,6,3,11,7,45,10,4.1,,,4.1,,,,,TURKEY,,TURKEY:  HAKKARI,37.605,43.787,140,,,,,,,,1,,,,,,,,,,,,1,,,,
7407,,2006,6,3,16,34,25.8,10,3.8,,,3.8,,,,,MALAWI,,MALAWI:  SALIMA,-14.52,34.28,10,,,,,,,,1,,,,,,,,,,,,1,,,,
7248,,2006,6,11,20,1,26.3,140,6.3,6.3,,5.9,,,,,JAPAN,,JAPAN:  KYUSHU,33.129,131.141,30,,,,,8,1,,,,,,,,,,,8,1,,,,,,
7249,,2006,6,13,14,15,38.3,10,4.5,,,4.5,4.8,,,,ALBANIA,,ALBANIA:  TEPELENE,40.27,19.96,130,,,,,1,1,,1,12,1,,,,,,,1,1,,1,12,1,,
7250,,2006,6,20,16,52,57.9,24,4.5,,4.5,5.1,,,,,CHINA,,CHINA:  GANSU PROVINCE,33.068,104.95,30,,,,,5,1,,1,,1,,,,,,,5,1,,1,,1,,
7181,Tsu,2006,7,17,8,19,25,34,7.7,7.7,7.2,6.1,,,,,INDONESIA,,INDONESIA:  JAVA,-9.254,107.411,60,,,,,,,,,,,,,802,3,,,498,3,55,4,1623,4,,
7321,,2006,7,22,1,10,29,56,4.9,4.9,4.6,5,,,,,CHINA,,CHINA:  YANJIN,27.995,104.138,30,22,1,,,106,3,,,,,,,22,1,,,106,3,,,,,,
7363,,2006,7,29,0,11,51.3,34,5.6,5.6,5.2,4.8,,,,,TAJIKISTAN,,TAJIKISTAN:  PANJ-QUMSANGIR,37.255,68.828,40,3,1,,,19,1,,,721,3,721,3,3,1,,,19,1,,,721,3,,
7364,,2006,8,5,14,3,43.7,22,5.6,5.6,5.2,5.7,,,,5,ARGENTINA,,ARGENTINA:  MENDOZA,-33.131,-68.707,160,,,,,,,,1,,,,,,,,,,,,1,,,,
7365,,2006,8,18,11,45,49.4,10,4.7,,,4.7,,,,,TAJIKISTAN,,TAJIKISTAN:  DUSHANBE (STALINABAD),38.246,69.22,40,,,,,,,,1,,,,,,,,,,,,1,,,,
7366,,2006,8,24,20,1,0.2,5,4.3,,,,4.3,,,,FRANCE,,FRANCE,45.84,-0.14,120,,,,,,,,1,,,,,,,,,,,,1,,,,
7367,,2006,8,25,5,51,44.3,22,4.6,,4.6,5.2,,,,,CHINA,,CHINA:  SICHUAN PROVINCE,28.012,104.151,30,1,1,,,31,1,,2,,,,,1,1,,,31,1,,2,,,,
7370,,2006,9,10,14,56,8.1,14,5.8,5.8,5.5,5.9,,,,,MEXICO,,GULF OF MEXICO,26.319,-86.606,90,,,,,,,,,,,,,,,,,,,,,,,,
7369,Tsu,2006,9,28,6,22,9.7,28,6.9,6.9,6.6,6.5,,,,4,SAMOA,,SAMOA ISLANDS,-16.592,-172.033,170,,,,,,,,,,,,,,,,,,,,,,,,
7408,,2006,9,29,13,8,26.1,53,6.1,6.1,5.4,5.9,,,,,TRINIDAD AND TOBAGO,,TRINIDAD:  PORT-OF-SPAIN,10.876,-61.756,90,,,,,3,1,,1,1,1,,,,,,,3,1,,1,1,1,,
7409,,2006,9,29,18,23,5.9,52,5.5,5.5,4.8,5.3,,,,,TRINIDAD AND TOBAGO,,TRINIDAD:  GASPARILLO,10.814,-61.758,90,1,1,,,,,,,,,,,1,1,,,,,,,,,,
7368,Tsu,2006,10,15,17,7,49.2,39,6.7,6.7,6.6,6.2,,,,8,USA,HI,HAWAIIAN ISLANDS,19.878,-155.935,150,,,,,,3,73,4,,,,,,,,,,3,73,4,,,,
7410,,2006,10,20,10,48,56,23,6.7,6.7,6.6,5.9,,,,4,PERU,,PERU:  CENTRAL,-13.457,-76.677,160,,,,,,,,1,,,,,,,,,,,,1,,,,
7411,,2006,10,27,10,52,5.7,10,4.5,,,4.5,,,,,CHINA,,CHINA:  HUBEI,31.56,113.21,30,,,,,,,,2,,,,,,,,,,,,2,,,,
7412,,2006,11,3,6,21,39.2,10,4.7,,,4.7,,,,,CHINA,,CHINA:  NEI MONGOL,43.469,119.558,30,,,,,,,,3,55886,4,,,,,,,,,,3,5586,4,,
7406,Tsu,2006,11,15,11,14,13.5,10,8.3,8.3,7.8,6.5,,,,,RUSSIA,,RUSSIA:  KURIL ISLANDS,46.592,153.266,50,,,,,,,,,,,,,,,,,1,1,,2,,,,
7416,,2006,11,17,18,19,51.6,10,4.7,,,4.7,5.4,,,,FRANCE,,FRANCE:  PYRENEES,42.99,-0.05,120,,,,,,,,1,,,,,,,,,,,,1,,,,
7417,,2006,11,23,7,15,20.5,10,4.8,,,4.8,4.6,,,,HUNGARY,,HUNGARY:  BEREGDAROC,48.195,22.46,110,,,,,,,,1,,,,,,,,,,,,1,,,,
7418,,2006,11,23,11,4,44.3,20,4.7,,4.7,5.3,,,,,CHINA,,CHINA:  XINJIANG PROVINCE:  NORTH,44.229,83.524,40,,,,,,,,2,60,2,,,,,,,,,,2,60,1,,
7419,,2006,11,24,6,33,26.4,31,5.2,,,5.2,,,,,INDONESIA,,INDONESIA:  SULAWESI: PINRANG,-3.728,119.233,170,,,,,,,,1,,,,,,,,,,,,1,,,,
7414,,2006,11,29,1,32,17.9,39,6.2,6.2,5.9,5.9,,,,,INDONESIA,,INDONESIA:  HALMAHERA:  MOROTAI,2.52,128.283,170,,,,,,,,2,50,1,,,,,,,,,,2,50,1,,
7420,,2006,12,1,14,1,47.5,43,6.3,6.3,6,5.9,,,,,INDONESIA,,INDONESIA:  SUMABAWA:  BIMA,-8.251,118.777,60,1,1,,,14,1,,1,20,1,,,1,1,,,14,1,,1,20,1,,
7421,,2006,12,8,16,48,39.1,5,3.9,,,,3.9,,,,SWITZERLAND,,SWITZERLAND:  BASEL,47.58,7.6,120,,,,,,,,1,,,,,,,,,,,,1,,,,
7441,,2006,12,12,17,2,29.7,10,4.6,,,4.6,,,,,THAILAND,,THAILAND:  MAE RIM,18.901,98.916,60,,,,,,,,1,5,1,,,,,,,,,,1,5,1,,
7444,,2006,12,17,21,39,17.4,30,5.8,5.8,5.8,5.5,,,,,INDONESIA,,"INDONESIA:  SUMATERA:  NORTHERN, MUARASIPONGI",0.626,99.859,60,7,1,,,100,2,,3,680,3,,,7,1,,,100,2,,3,680,2,,
7449,,2006,12,24,22,43,26.7,10,4.2,,,4.2,,,,,INDIA,,INDIA:  RAJASTHAN,26.88,76.15,60,,,,,,,,,,,,,,,,,,,,1,,,,
7450,,2006,12,25,20,1,0.4,12,5.8,5.8,5.8,5.7,,,,,KYRGYZSTAN,,KYRGYZSTAN:  KOCHKOR,42.156,76.163,40,,,,,,,,3,2410,4,,,,,,,,,,2,2410,4,,
7413,Tsu,2006,12,26,12,26,21.1,10,7,7,7.3,6.4,,,,,TAIWAN,,TAIWAN:  PINGTUNG,21.799,120.547,30,2,1,,,40,1,,1,,2,,,2,1,,,40,1,,1,,2,,
7451,,2006,12,31,13,39,23.6,5,4.1,,,,4.1,,,,HUNGARY,,HUNGARY:  BUDAPEST,47.449,19.343,110,,,,,,,,1,,1,,,,,,,,,,1,,1,,
7452,,2007,1,8,17,21,50.2,18,6,6,6,5.8,,,,,KYRGYZSTAN,,KYRGYZSTAN:  ISFARIA,39.803,70.311,40,,,,,,,,2,187,3,,,,,,,,,,2,187,3,,
7453,,2007,1,9,14,49,48.8,20,4.5,,,4.5,,,,,CHINA,,CHINA:  GANSU PROVINCE,37.021,103.911,30,,,,,,,,3,2000,4,,,,,,,,,,3,2000,4,,
7454,,2007,1,10,17,18,58.3,23,4.7,,,4.7,,,,,CHINA,,CHINA:  GANSU PROVINCE,33.259,104.74,30,,,,,,,,1,,2,,,,,,,,,,1,,2,,
7415,Tsu,2007,1,13,4,23,21.1,10,8.1,8.1,8.2,7.3,,,,,RUSSIA,,RUSSIA:  KURIL ISLANDS,46.243,154.524,50,,,,,,,,,,,,,,,,,,,,,,,,
7455,,2007,1,21,7,38,57,3,5.1,,,5.1,5,,,,TURKEY,,TURKEY:  E,39.592,42.863,140,,,,,2,1,,1,,,,,,,,,2,1,,1,,,,
7456,,2007,1,21,11,27,45,22,7.5,7.5,7.3,6.7,,,,,INDONESIA,,INDONESIA:  MOLUCCA ISLANDS:  N,1.065,126.282,170,4,1,,,4,1,,1,,,,,4,1,,,4,1,,1,,,,
7462,,2007,2,16,7,15,54,79,4.9,,,4.9,,,,,PHILIPPINES,,PHILIPPINES:  MINDANAO,6.614,126.24,170,,,,,,,,1,,,,,,,,,,,,1,,,,
7463,,2007,2,21,11,5,29.2,10,5.7,5.7,5.5,5.7,5.9,,,,TURKEY,,"TURKEY:  DOGANKOY, PUTURGE, SIVRICE",38.318,39.267,140,,,,,,,,1,,1,,1,,,,,,,,1,,1,,
7481,,2007,3,6,3,49,38.9,19,6.4,6.4,6.4,5.9,,,,8,INDONESIA,,INDONESIA:  SUMATRA:  SOUTHERN,-0.493,100.498,60,67,2,,,826,3,,3,43719,4,43719,4,67,2,,,826,3,,3,43719,4,,
7482,,2007,3,6,13,5,12.1,43,5,,5,5,,,,,COLOMBIA,,"COLOMBIA:  CAUCA, SOTARA, PURACE,",2.082,-76.495,160,,,,,9,1,,1,9,1,,,,,,,9,1,,1,9,1,,
7483,,2007,3,6,22,32,6.8,16,4.7,,,4.7,,,,,IRAN,,IRAN:  WESTERN:  DORUD,33.49,48.93,140,,,,,35,1,,1,,,,,,,,,35,1,,1,,,,
7459,Tsu,2007,3,25,0,40,1.6,34,7.1,7.1,7,6.5,,,,,VANUATU,,VANUATU ISLANDS,-20.617,169.357,170,,,,,,,,,,,,,,,,,,,,,,,,
7448,Tsu,2007,3,25,0,41,57.8,8,6.7,6.7,6.8,6.1,,,,,JAPAN,,JAPAN:  HONSHU:  W COAST,37.336,136.588,30,1,1,,,150,3,,3,58,2,455,3,1,1,,,150,3,,3,58,2,455,3
7484,,2007,3,25,13,57,58.2,15,5.8,5.8,5.5,5.3,,,,6,GREECE,,"GREECE:  ARGOSTOLION, KEFALLINIA",38.34,20.42,130,,,,,,,,1,,1,,,,,,,,,,1,,1,,
7457,Tsu,2007,4,1,20,39,56.3,24,8.1,8.1,7.9,6.8,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS,-8.466,157.043,170,2,1,,,,,,3,300,3,500,3,52,2,,,,,,3,2500,4,500,3
7501,,2007,4,13,5,42,23,34,6,6,5.8,5.9,,,,5,MEXICO,,"MEXICO:  GUERRERO, ATOYAC",17.302,-100.198,150,,,,,,,,1,2,1,,,,,,,,,,1,2,1,,
7502,,2007,4,15,3,19,30.3,16,4.6,,4.6,5.4,,,,,JAPAN,,JAPAN:  HONSHU:  W,34.807,136.239,30,,,,,12,1,,2,63,1,,,,,,,12,1,,2,63,2,,
7503,,2007,4,16,7,38,53.8,14,4.5,,,4.5,5.2,,,,ALBANIA,,ALBANIA:  TIRANA,41.172,19.897,130,,,,,,,,1,,1,,,,,,,,,,,,1,,
7465,Tsu,2007,4,21,17,53,46.3,37,6.2,6.2,6.3,6.1,,,,7,CHILE,,CHILE:  SOUTHERN,-45.243,-72.648,160,2,1,,,,,,1,,,2,1,10,1,,,,,,1,,,2,1
7526,,2007,4,28,7,18,11.3,10,4.6,,,4.6,5,,,6,UK,,UNITED KINGDOM:  ENGLAND:  FOLKESTONE,51.085,1.009,120,,,,,1,1,,1,,,,,,,,,1,1,,1,,,,
7522,,2007,5,8,15,46,49.1,14,4.5,4.5,,4.8,4.7,,,5,USA,MT,MONTANA:  SHERIDAN,45.394,-112.13,150,,,,,,,,1,,,,,,,,,,,,1,,,,
7523,,2007,5,16,8,56,16.4,24,6.3,6.3,6.4,5.7,,,,,LAOS,,"LAOS:  BOKEO;  THAILAND:  CHIANG RAI, CHIAN SAEN",20.504,100.746,60,,,,,,,,1,,,,,,,,,,,,1,,,,
7524,,2007,5,29,9,36,5.6,24,6.1,6.1,5.8,6,,,,,INDONESIA,,INDONESIA: LABUHA,-1.065,127.343,170,,,,,,,,1,,2,,,,,,,,,,1,,2,,
7525,,2007,6,2,21,34,57.7,5,6.1,6.1,6.3,5.7,,,,,CHINA,,CHINA:  YUNNAN PROVINCE:  NING'ER,23.028,101.052,30,3,1,,,329,3,310,4,,,,,3,1,,,329,3,310,4,,,,
7534,,2007,6,13,19,29,40.1,23,6.7,6.7,6.5,5.9,,,,,GUATEMALA,,GUATEMALA:  GUATEMALA CITY,13.554,-90.618,100,,,,,,,,1,,2,,2,,,,,,,,1,,2,,
7535,,2007,6,18,14,29,48.2,5,5.5,5.5,5.1,5.3,,,,,IRAN,,IRAN:  QOM,34.437,50.833,140,,,,,,,,1,,2,,2,,,,,,,,1,,2,,
7554,,2007,7,13,7,20,25.5,50,4.5,,,4.5,,,,,ECUADOR,,ECUADOR:  ZARUMA,-3.987,-79.836,160,,,,,,,,1,,,,,,,,,,,,,,,,
7521,Tsu,2007,7,16,1,13,22,10,6.6,6.6,,,,,,,JAPAN,,JAPAN:  HONSHU:  W COAST,37.57,138.478,30,9,1,,,1088,4,12500,4,,,875,3,9,1,,,1088,4,12500,4,,,875,3
7595,,2007,7,20,10,6,52,10,5.6,5.6,5.3,5.5,,,,,CHINA,,CHINA:  XINJIANG:  TEKES,42.913,82.378,40,,,,,,,,2,2120,4,,,,,,,,,,2,2120,4,,
7596,,2007,7,20,11,42,22.3,5,4.2,4.2,,,,,,,USA,CA,CALIFORNIA:  MONTCLAIR,37.804,-122.193,150,,,,,,,,1,,,,,,,,,,,,1,,,,
7597,,2007,7,21,22,44,13.5,10,5.2,5.2,5,5.6,,,,,TAJIKISTAN,,"TAJIKISTAN:  RASHT, ASHT",38.936,70.485,40,12,1,,,,,,,,,,,12,1,,,,,,,,,,
7598,,2007,7,22,23,2,14.7,19,4.3,,4.3,5.1,,,,,INDIA,,"INDIA:  UTTARKASHI, CHAMOLI, MUZAFFARNAGAR",30.881,78.239,60,,,,,3,1,,1,,1,,1,,,,,3,1,,1,,1,,
7599,,2007,7,26,5,40,16.1,25,6.9,6.9,6.8,6.4,,,,,INDONESIA,,INDONESIA:  MALUKU:  N,2.872,127.464,170,,,,,,2,,1,,1,,,,,,,,2,,1,,1,,
7600,,2007,8,1,17,8,51.4,120,7.2,7.2,,6.2,,,,,VANUATU,,VANUATU ISLANDS:  LUGANVILLE,-15.595,167.68,170,,,,,,,,1,,1,,1,,,,,,,,1,,1,,
7531,Tsu,2007,8,2,2,37,42.3,5,6.2,6.2,6.2,5.3,,,,,RUSSIA,,RUSSIA:  TATAR STRAIT,47.116,141.798,50,2,1,,,12,1,,1,11,1,20,1,2,1,,,12,1,,1,11,2,20,1
7532,Tsu,2007,8,2,3,21,42.8,21,6.7,6.7,6.6,6.3,,,,,USA,AK,ALASKA:  ALEUTIAN ISLANDS,51.307,-179.971,150,,,,,,,,,,,,,,,,,,,,,,,,
7601,,2007,8,6,8,48,40,2,4.2,,,4.2,3.9,,,,USA,UT,UTAH:  HUNTINGTON,39.465,-111.237,150,9,1,,,,1,,,,,,,9,1,,,,1,,,,,,
7533,,2007,8,8,17,4,58,289,7.5,7.5,,,,,,,INDONESIA,,INDONESIA:  JAVA,-5.968,107.655,60,,,,,,,,,,,,,,,,,,,,,,,,
7537,Tsu,2007,8,15,23,40,57.8,39,8,8,7.9,6.7,,,,8,PERU,,"PERU:  ICA, PISCO, LIMA",-13.386,-76.603,160,514,3,,,1090,4,,4,52154,4,23632,4,514,3,,,1090,4,,4,52154,4,23632,4
7614,,2007,8,17,0,38,56,0,1.6,,,,1.6,,,,USA,UT,UTAH,39.464,-111.207,150,3,1,,,6,1,,,,,,,3,1,,,6,1,,,,,,
7615,,2007,8,20,19,15,53.5,5,4.4,,,4.4,4,,,,INDIA,,INDIA:  MAHARASHTRA:  SATARA,17.2,73.7,60,,,,,,,,1,,,,,,,,,,,,1,,,,
7616,,2007,8,25,4,24,21.9,10,5,,,5,4.5,,,,IRAN,,"IRAN:  HADJI ABAD, ORZUIYEH",28.154,56.652,140,,,,,4,1,,,,,,,,,,,4,1,,,,,,
8136,Tsu,2007,9,2,1,5,18.1,35,7.2,7.2,7.3,5.9,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-11.61,165.762,170,,,,,,,,,,,,,,,,,,,,,,,,
7617,,2007,9,9,18,36,37.6,35,4.8,,,4.8,,,,,INDONESIA,,INDONESIA:  SITUBONDO,-7.783,114.338,60,,,,,13,1,,1,,,,,,,,,13,1,,1,,,,
7695,,2007,9,10,1,49,14.2,31,6.8,6.8,6.7,6.1,,,,,COLOMBIA,,"COLOMBIA:  NARINO, EL CHARCO, ISCUANDE, LA TOLA",2.982,-77.967,160,,,,,5,1,,1,35,1,,,,,,,5,1,,1,35,1,,
7574,Tsu,2007,9,12,11,10,26.8,34,8.4,8.4,8.5,6.9,,,,,INDONESIA,,INDONESIA:  SUMATRA,-4.438,101.367,60,25,1,,,161,3,,3,56425,4,56425,4,25,1,,,161,3,,3,56425,4,,
7575,,2007,9,12,23,49,3.7,35,7.9,7.9,8.1,6.6,,,,,INDONESIA,,INDONESIA:  SUMATRA,-2.625,100.841,60,,,,,,,,,,,,,,,,,,,,,,,,
8957,,2007,9,28,13,38,57.8,260,7.5,7.5,,6.7,,,,,JAPAN,,JAPAN:  VOLCANO ISLANDS,22.013,142.668,30,,,,,,,,,,,,,,,,,,,,,,,,
7594,Tsu,2007,9,30,5,23,34,10,7.4,7.4,,,,,,,NEW ZEALAND,,NEW ZEALAND:  AUCKLAND ISLANDS,-49.418,163.954,170,,,,,,,,,,,,,,,,,,,,,,,,
7696,,2007,10,15,12,29,36,26,6.8,6.8,6.8,6,,,,,NEW ZEALAND,,NEW ZEALAND:  SOUTH ISLAND:  FIORDLAND,-44.785,167.583,170,,,,,,,,1,,,,,,,,,,,,1,,,,
7697,,2007,10,26,6,50,6.6,10,4.8,,4.8,5.3,,,,,PAKISTAN,,PAKISTAN:  GHANCHE,35.304,76.753,60,1,1,,,12,1,,,,,,,1,1,,,12,1,,,,,,
7698,,2007,10,31,3,4,54.8,10,5.6,5.6,5.1,5.3,,,,,USA,CA,CALIFORNIA:  SAN JOSE,37.434,-121.774,150,,,,,,,,1,,,,,,,,,,,,1,,,,
7699,,2007,11,6,9,38,5.7,10,5.1,5.1,,5,,,,,INDIA,,INDIA:  GUJARAT,21.181,70.724,60,1,1,,,5,1,,1,,2,,2,1,1,,,5,1,,1,,2,,
7700,,2007,11,7,4,12,38.6,72,5.1,,,5.1,,,,,PHILIPPINES,,PHILIPPINES:  BOHOL ISLAND:  MABINI,9.721,124.647,170,1,1,,,,,,,,,,,1,1,,,,,,,,,,
7701,,2007,11,7,7,10,21.9,29,5.1,,5.1,5.1,,,,,BANGLADESH,,"BANGLADESH:  CHITTAGONG, BANDARBAN, RANGAMATI",22.15,92.388,60,,,,,10,1,,1,,,,,,,,,10,1,,1,,,,
7634,Tsu,2007,11,14,15,40,50.5,40,7.7,7.7,7.4,6.7,,,,8,CHILE,,"CHILE:  TOCOPILLA, MARIA ELENA",-22.247,-69.89,160,2,1,,,65,2,,3,,4,,,2,1,,,65,2,,3,,4,,
7702,,2007,11,16,3,13,0.1,123,6.8,6.8,,6.3,,,,,ECUADOR,,PERU-ECUADOR:  GUAYAQUIL,-2.312,-77.838,160,,,,,,,,1,,,,,,,,,,,,1,,,,
7703,,2007,11,20,5,20,3.4,7,4.8,,,4.8,4.9,,,,IRAN,,"IRAN:  WESTERN:  QAL' EH-YE TOL, KHUZESTAN",31.68,49.93,140,,,,,30,1,,1,,1,,1,,,,,30,1,,1,,1,,
7674,,2007,11,25,16,2,17.9,35,6.5,6.5,,6.2,6.3,,,,INDONESIA,,INDONESIA:  SUMBAWA ISLAND,-8.277,118.339,60,3,1,,,,3,,2,,3,,,3,1,,,,3,,2,,3,,
7704,,2007,11,25,23,12,17,10,4.7,,,4.7,,,,,INDIA,,"INDIA:  BADAUN, MEERUT, NOIDA, REWARI",28.555,77.057,60,,,,,,,,1,,1,,1,,,,,,,,1,,1,,
7675,Tsu,2007,11,29,19,0,20.4,156,7.4,7.4,,6.9,,,,,MARTINIQUE,,MARTINIQUE,14.944,-61.274,90,1,1,,,102,3,,1,,,,,1,1,,,102,3,,1,,,,
7708,,2007,12,9,2,3,29.4,10,4.6,,,4.6,,,,,BRAZIL,,BRAZIL:  MINAS GERAIS,-15.048,-44.231,160,1,1,,,6,1,,2,76,2,,,1,1,,,6,1,,2,76,2,,
7694,Tsu,2007,12,9,7,28,20.8,153,7.8,7.8,,7,,,,,KERMADEC ISLANDS (NEW ZEALAND),,KERMADEC ISLANDS,-25.996,-177.514,170,,,,,,,,,,,,,,,,,,,,,,,,
7723,,2007,12,15,18,22,27.1,25,5.9,5.9,5.7,5.5,6,,,,CHILE,,"CHILE:  OFF CENTRAL COAST, VINA DEL MAR, VALPARAISO",-32.689,-71.695,160,,,,,4,1,,1,,1,,,,,,,4,1,,1,,1,,
7724,,2007,12,20,7,55,15.8,20,6.6,6.6,6.5,6.3,6.9,,,7,NEW ZEALAND,,NEW ZEALAND:  OFF COAST NORTH ISLAND,-39.011,178.291,170,1,1,,,,,,1,3,1,,,1,1,,,,,,1,3,1,,
7725,,2007,12,20,9,48,29.9,10,5.7,5.7,5.6,5.2,5.7,,,,TURKEY,,"TURKEY:  CENTRAL:  YENIYAPAN, ABAZLAR, SUYUGUZEL",39.417,33.212,140,,,,,,,,1,,1,,1,,,,,,,,1,,1,,
7726,,2007,12,26,23,47,10.7,8,5.6,5.6,5.5,5.2,5.5,,,,TURKEY,,TURKEY:  CENTRAL:  ANKARA,39.446,33.162,140,,,,,,,,3,2214,4,2214,4,,,,,,,,3,2214,4,,
7745,,2008,1,1,6,32,27.9,6,5.6,5.6,5.4,5.8,,,,,KYRGYZSTAN,,KYRGYZSTAN:  OSH,40.288,72.985,40,,,,,,,,3,5385,4,,,,,,,,,,3,5385,4,,
7746,,2008,1,5,1,56,45.4,66,5.6,5.6,,5.4,,,,,GUATEMALA,,"GUATEMALA:  COLOMBA, FLORES, COSTA CUCA",14.129,-91.479,100,,,,,,,,1,,,,,,,,,,,,1,,,,1
7747,,2008,1,7,3,12,26.8,12,5.9,5.9,5.6,6,,,,,INDONESIA,,"INDONESIA: NEW GUINEA: MANOKWARI,",-0.795,134.012,170,,,,,6,1,,1,,,22,1,,,,,6,1,,1,,,22,1
7748,,2008,1,9,22,24,3.8,10,4.6,,,4.6,5.3,,,,ALGERIA,,ALGERIA:  ORAN,35.616,-0.57,15,1,1,,,,,,2,,,,,1,1,,,,,,2,,,,2
7749,,2008,1,12,22,44,47.3,34,5,,,5,,,,,BANGLADESH,,"INDIA-BANGLADESH:  RANGAMATI, BANGLADESH",22.761,92.333,60,,,,,,,,1,,,,2,,,,,,,,1,,,,2
